project,file1,file2,label
leet-code,Java/938. Range Sum of BST.java,Java/Subarray Sum Closest.java,0
leet-code,Java/387. First Unique Character in a String.java,Java/Guess Number Higher or Lower.java,1
leet-code,Java/1249. Minimum Remove to Make Valid Parentheses.java,Java/3Sum.java,1
leet-code,Java/680. Valid Palindrome II.java,Java/[lint]. Product of Array Exclude Itself.java,1
leet-code,Java/13. Roman to Integer.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/Inorder Successor in BST.java,Java/Max Points on a Line.java,0
leet-code,Java/293. Flip Game.java,Java/K Empty Slots.java,1
leet-code,Java/269. Alien Dictionary.java,Java/70. Climbing Stairs.java,1
leet-code,Java/Binary Tree Longest Consecutive Sequence II.java,Java/Maximum Average Subarray I.java,1
leet-code,Java/[tool]. UnionFind.java,Java/Sort List.java,0
leet-code,Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/Decode Ways II.java,0
leet-code,Java/Kth Largest Element in an Array.java,Java/The Skyline Problem.java,1
leet-code,Java/308. Range Sum Query 2D - Mutable.java,Java/Longest Palindromic Substring.java,0
java-design-patterns,thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/FrontDeskService.java,session-facade/src/test/java/com/iluwatar/sessionfacade/PaymentServiceTest.java,0
leet-code,Java/Merge Intervals.java,Java/Valid Palindrome II.java,0
leet-code,Java/745. Prefix and Suffix Search.java,Java/Predict the Winner.java,1
immutables,value-fixture/test-java-17/org/immutables/fixture/jackson3/ObjectMappedTest.java,value-fixture/test/org/immutables/fixture/generatorext/RewriteTest.java,0
leet-code,Java/131. Palindrome Partitioning.java,Java/Sliding Puzzle.java,1
leet-code,Java/139. Word Break.java,Java/721. Accounts Merge.java,1
leet-code,Java/Diameter of Binary Tree.java,Java/Reverse Pairs.java,1
leet-code,Java/632. Smallest Range Covering Elements from K Lists.java,Java/Merge Sorted Array II.java,1
leet-code,Java/1153. String Transforms Into Another String.java,Java/265. Paint House II.java,1
leet-code,Java/Path Sum III.java,Java/Queue Reconstruction by Height.java,1
leet-code,Java/Product of Array Except Self.java,Java/Longest Common Subsequence.java,0
immutables,value-processor/src/org/immutables/value/processor/meta/ValueMirrors.java,value-fixture/src-java-17/org/immutables/fixture/j17/EnclosedStaged.java,0
leet-code,Java/Maximal Rectangle.java,Java/H-Index II.java,0
leet-code,Java/145. Binary Tree Postorder Traversal.java,Java/741. Cherry Pickup.java,1
leet-code,Java/Reverse String.java,Java/[lint]. Nth to Last Node in List.java,1
leet-code,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,Java/Scramble String.java,1
leet-code,Java/346. Moving Average from Data Stream.java,Java/Jump Game.java,0
leet-code,Java/102. Binary Tree Level Order Traversal.java,Java/[lint]. Merge k Sorted Arrays.java,1
leet-code,Java/Bus Routes.java,Java/Valid Parentheses.java,1
leet-code,Java/140. Word Break II.java,Java/Binary Tree Paths.java,0
leet-code,Java/Max Area of Island.java,Java/Number of Airplane in the sky.java,0
leet-code,Java/Add Two Numbers.java,Java/[lint]. Merge k Sorted Arrays.java,1
leet-code,Java/Merge Two Sorted Lists.java,Java/Subsets II.java,0
leet-code,Java/717. 1-bit and 2-bit Characters.java,Java/Binary Tree Level Order Traversal.java,1
leet-code,Java/110. Balanced Binary Tree.java,"Java/Pow(x, n).java",0
leet-code,Java/52. N-Queens II.java,Java/Random Pick Index.java,0
leet-code,Java/Connecting Graph.java,Java/Data Stream Median.java,0
leet-code,Java/Meeting Rooms.java,Java/Island Perimeter.java,0
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/727. Minimum Window Subsequence.java,1
leet-code,Java/741. Cherry Pickup.java,Java/Segment Tree Query II.java,0
leet-code,Java/Flood Fill.java,Java/Subset.java,0
leet-code,Java/101. Symmetric Tree.java,Java/72. Edit Distance.java,1
leet-code,Java/Integer to English Words.java,Java/[tool]. MergeSort.java,1
leet-code,Java/19. Remove Nth Node From End of List.java,Java/Minimum Size Subarray Sum.java,0
leet-code,Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/361. Bomb Enemy.java,1
immutables,value-fixture/test/org/immutables/fixture/modifiable/ModifiablesTest.java,generator/src/org/immutables/extgenerator/GeneratedImportsModifier.java,0
leet-code,Java/605. Can Place Flowers.java,Java/Happy Number.java,1
leet-code,Java/[lint]. Product of Array Exclude Itself.java,Java/Evaluate Division.java,0
leet-code,Java/Longest Substring Without Repeating Characters.java,Java/Product of Array Except Self.java,1
leet-code,Java/Add Digits.java,Java/Merge k Sorted Arrays.java,0
leet-code,Java/632. Smallest Range Covering Elements from K Lists.java,Java/Binary Gap.java,1
leet-code,Java/680. Valid Palindrome II.java,Java/Reverse Pairs.java,1
leet-code,Java/Next Closest Time.java,Java/Interval Sum II.java,0
leet-code,Java/Inorder Successor in Binary Search Tree.java,Java/Best Time to Buy and Sell Stock I.java,0
immutables,value-fixture/src/nonimmutables/ParentAnnotation.java,generator/src/org/immutables/generator/ImportRewriter.java,0
leet-code,Java/366. Find Leaves of Binary Tree.java,Java/Maximum Subarray.java,0
leet-code,Java/Redundant Connection II.java,Java/4Sum.java,0
leet-code,Java/1048. Longest String Chain.java,Java/Alien Dictionary.java,0
leet-code,Java/[tool]. MergeSort.java,Java/Multiply Strings.java,0
leet-code,Java/Segment Tree Build II.java,Java/Jump Game.java,0
leet-code,Java/244. Shortest Word Distance II.java,Java/Max Points on a Line.java,0
leet-code,Java/136. Single Number.java,Java/Backspace String Compare.java,1
leet-code,Java/Count of Smaller Number.java,Java/Continuous Subarray Sum.java,0
leet-code,Java/408. Valid Word Abbreviation.java,Java/[lint]. HashHeap.java,1
leet-code,Java/605. Can Place Flowers.java,Java/[lint]. Anagrams.java,1
leet-code,Java/Add Binary.java,Java/Best Time to Buy and Sell Stock with Transaction Fee.java,1
leet-code,Java/203. Remove Linked List Elements.java,Java/Reverse Pairs.java,1
leet-code,Java/198. House Robber.java,Java/235. Lowest Common Ancestor of a Binary Search Tree.java,1
leet-code,Java/204. Count Primes.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List.java,0
leet-code,Java/56. Merge Intervals.java,Java/3Sum Smaller.java,0
leet-code,Java/68. Text Justification.java,Java/Sort List.java,0
leet-code,Java/269. Alien Dictionary.java,Java/[tool]. Hash Function.java,1
immutables,value-fixture/src/org/immutables/fixture/jdkonly/OptionalDefault.java,value-fixture/src/org/immutables/fixture/builder/huge/CompactTypes.java,0
leet-code,Java/977. Squares of a Sorted Array.java,Java/[lint]. Lowest Common Ancestor II.java,1
leet-code,Java/Strobogrammatic Number.java,Java/Binary Search Tree Iterator.java,0
leet-code,Java/Backpack V.java,Java/Count of Smaller Numbers After Self.java,1
leet-code,Java/78. Subsets.java,Java/Backpack V.java,1
leet-code,Java/8. String to Integer (atoi).java,Java/Longest Common Substring.java,0
leet-code,Java/[tool]. UnionFind.java,Java/Exam Room.java,0
leet-code,Java/121. Best Time to Buy and Sell Stock.java,Java/Kth Smallest Element in a Sorted Matrix.java,0
leet-code,Java/272. Closest Binary Search Tree Value II.java,Java/692. Top K Frequent Words.java,1
immutables,value-fixture/src/org/immutables/fixture/jackson3/MinimumAnnotationsMapped.java,value-fixture/src-java-17/PlainInUnnamedGeneric.java,0
leet-code,Java/The Spiral Matrix II.java,Java/Valid Number.java,0
java-design-patterns,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/OrderRepository.java,function-composition/src/main/java/com/iluwatar/function/composition/App.java,0
leet-code,Java/Find the Celebrity.java,Java/Linked List Cycle II.java,0
leet-code,Java/94. Binary Tree Inorder Traversal.java,Java/Valid Palindrome II.java,0
leet-code,Java/Remove Duplicate Letters.java,Java/Data Stream Median.java,0
leet-code,Java/Convert Sorted Array to Binary Search Tree.java,Java/Maximum XOR of Two Numbers in an Array.java,1
leet-code,Java/Binary Tree Level Order Traversal.java,Java/Longest Continuous Increasing Subsequence.java,0
leet-code,Java/112. Path Sum.java,Java/716. Max Stack.java,1
leet-code,Java/332. Reconstruct Itinerary.java,Java/Insert Delete GetRandom O(1).java,1
immutables,value-fixture/test/org/immutables/fixture/jackson3/ObjectMappedTest.java,generator/src/org/immutables/generator/Output.java,0
leet-code,Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Jump Game II.java,1
leet-code,Java/405. Convert a Number to Hexadecimal.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/493. Reverse Pairs.java,Java/3Sum Smaller.java,0
leet-code,Java/Number Of Corner Rectangles.java,Java/Sort Letters by Case.java,0
leet-code,Java/Minimum Absolute Difference in BST.java,Java/Permutations.java,1
leet-code,Java/383. Ransom Note.java,Java/Minimum Subarray.java,0
leet-code,Java/399. Evaluate Division.java,Java/Reverse Pairs.java,1
leet-code,Java/Convert Sorted Array to Binary Search Tree.java,Java/Merge Two Binary Trees.java,1
leet-code,Java/173. Binary Search Tree Iterator.java,Java/Alien Dictionary.java,0
leet-code,Java/Binary Tree Postorder Traversal.java,Java/Copy Books.java,1
leet-code,Java/210. Course Schedule II.java,Java/Group Anagrams.java,1
leet-code,Java/142. Linked List Cycle II.java,Java/269. Alien Dictionary.java,1
leet-code,Java/67. Add Binary.java,Java/Unique Characters.java,0
leet-code,Java/686. Repeated String Match.java,Java/Minimum Size Subarray Sum.java,0
leet-code,Java/686. Repeated String Match.java,Java/Intersection of Two Arrays.java,0
leet-code,Java/204. Count Primes.java,Java/350. Intersection of Two Arrays II.java,1
leet-code,Java/Combination Sum IV.java,Java/Largest Number.java,0
leet-code,Java/Word Squares.java,Java/Search in Rotated Sorted Array.java,0
leet-code,Java/341. Flatten Nested List Iterator.java,Java/Kth Largest Element.java,0
leet-code,Java/Largest Number.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/694. Number of Distinct Islands.java,Java/H-Index II.java,0
leet-code,Java/341. Flatten Nested List Iterator.java,Java/347. Top K Frequent Elements.java,1
leet-code,Java/111. Minimum Depth of Binary Tree.java,Java/272. Closest Binary Search Tree Value II.java,1
leet-code,Java/15. 3Sum.java,Java/Subarray Sum Equals K.java,1
leet-code,Java/136. Single Number.java,Java/Unique Characters.java,0
leet-code,Java/159. Longest Substring with At Most Two Distinct Characters.java,Java/Add Digits.java,1
leet-code,Java/145. Binary Tree Postorder Traversal.java,Java/Counting Bits.java,1
leet-code,Java/Course Schedule.java,Java/Search in Rotated Sorted Array.java,0
leet-code,Java/15. 3Sum.java,Java/448. Find All Numbers Disappeared in an Array.java,1
leet-code,Java/605. Can Place Flowers.java,Java/Continuous Subarray Sum.java,0
leet-code,Java/218. The Skyline Problem.java,Java/Heapify.java,0
leet-code,Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/Subset.java,0
leet-code,Java/1033. Moving Stones Until Consecutive.java,Java/Coin Change 2.java,0
leet-code,Java/698. Partition to K Equal Sum Subsets.java,Java/Binary Tree Longest Consecutive Sequence II.java,1
leet-code,Java/360. Sort Transformed Array.java,Java/Segment Tree Build.java,0
leet-code,Java/131. Palindrome Partitioning.java,Java/340. Longest Substring with At Most K Distinct Characters.java,1
leet-code,Java/639. Decode Ways II.java,Java/98. Validate Binary Search Tree.java,1
leet-code,Java/408. Valid Word Abbreviation.java,Java/[tool]. UnionFind.java,1
leet-code,Java/Copy Books.java,Java/Flatten 2D Vector.java,0
leet-code,Java/Bricks Falling When Hit.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/1110. Delete Nodes And Return Forest.java,Java/One Edit Distance.java,0
leet-code,Java/219. Contains Duplicate II.java,Java/Coin Change.java,1
leet-code,Java/Flood Fill.java,Java/Sliding Puzzle.java,1
leet-code,Java/110. Balanced Binary Tree.java,Java/Coin Change 2.java,0
leet-code,Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/283. Move Zeroes.java,1
leet-code,Java/22. Generate Parentheses.java,Java/Add Digits.java,1
leet-code,Java/Combination Sum.java,Java/Interval Sum II.java,0
leet-code,Java/210. Course Schedule II.java,Java/523. Continuous Subarray Sum.java,1
leet-code,Java/Find the Celebrity.java,Java/Segment Tree Modify.java,0
leet-code,Java/1110. Delete Nodes And Return Forest.java,Java/4Sum.java,0
leet-code,Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Palindromic Substrings.java,1
leet-code,Java/64. Minimum Path Sum.java,Java/Sort List.java,0
leet-code,Java/104. Maximum Depth of Binary Tree.java,Java/Maximum Subarray.java,0
leet-code,Java/Subarray Sum II.java,Java/Minimum Size Subarray Sum.java,0
leet-code,Java/327. Count of Range Sum.java,Java/Word Ladder II.java,0
leet-code,Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/261. Graph Valid Tree.java,1
leet-code,Java/140. Word Break II.java,Java/K Empty Slots.java,1
leet-code,Java/Russian Doll Envelopes.java,Java/Valid Palindrome II.java,0
leet-code,Java/12. Integer to Roman.java,Java/557. Reverse Words in a String III.java,1
java-design-patterns,thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/FrontDeskService.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/subscriber/Subscriber.java,0
immutables,value-fixture/src/org/immutables/fixture/generatorext/Objects.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,0
leet-code,Java/LFU Cache.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/496. Next Greater Element I.java,Java/Subarray Sum Equals K.java,1
leet-code,Java/Insert Interval.java,Java/The Skyline Problem.java,0
leet-code,Java/844. Backspace String Compare.java,Java/Reverse Pairs.java,1
leet-code,Java/Accounts Merge.java,Java/H-Index II.java,0
leet-code,Java/53. Maximum Subarray.java,Java/Segment Tree Build II.java,0
leet-code,Java/341. Flatten Nested List Iterator.java,Java/Excel Sheet Column Title.java,0
leet-code,Java/315. Count of Smaller Numbers After Self.java,Java/410. Split Array Largest Sum.java,1
leet-code,Java/42. Trapping Rain Water.java,Java/Edit Distance.java,0
leet-code,Java/Next Permutation.java,Java/Flatten 2D Vector.java,0
leet-code,Java/64. Minimum Path Sum.java,Java/Find All Anagrams in a String.java,1
leet-code,Java/145. Binary Tree Postorder Traversal.java,Java/Insert Delete GetRandom O(1).java,1
leet-code,Java/Longest Substring with At Most K Distinct Characters.java,Java/Next Closest Time.java,1
leet-code,Java/Reverse Linked List.java,Java/Longest Words.java,0
leet-code,Java/65. Valid Number.java,Java/844. Backspace String Compare.java,1
leet-code,Java/1. Two Sum.java,Java/Max Area of Island.java,1
immutables,serial/src/org/immutables/serial/Serial.java,value-fixture/src/org/immutables/fixture/DefaultMoreSpecialCases.java,0
leet-code,Java/Linked List Cycle.java,Java/Word Search II.java,0
leet-code,Java/Maximal Rectangle.java,Java/[lint]. 2 Sum II.java,1
immutables,value-processor/src/org/immutables/value/processor/encode/Type.java,value-fixture/src/nonimmutables/huge/ChildOfHugeParents.java,0
leet-code,Java/410. Split Array Largest Sum.java,Java/Prefix and Suffix Search.java,1
leet-code,Java/1060. Missing Element in Sorted Array.java,Java/Product of Array Except Self.java,0
leet-code,Java/361. Bomb Enemy.java,Java/727. Minimum Window Subsequence.java,1
leet-code,Java/1108. Defanging an IP Address.java,Java/Submatrix Sum.java,1
leet-code,Java/71. Simplify Path.java,Java/3 Sum.java,0
leet-code,Java/242. Valid Anagram.java,Java/893. Groups of Special-Equivalent Strings.java,1
immutables,value-fixture/src/nonimmutables/huge/HugeParentOne.java,value-fixture/test-java-17/org/immutables/fixture/datatype/DataTest.java,0
leet-code,Java/House Robber.java,Java/Subsets II.java,0
leet-code,Java/134. Gas Station.java,Java/[HackerRank]. Change to Anagram.java,1
leet-code,Java/Binary Search Tree Iterator.java,Java/Regular Expression Matching.java,1
leet-code,Java/Maximum Average Subarray II.java,Java/Exam Room.java,0
leet-code,Java/1041. Robot Bounded In Circle.java,Java/Subarray Sum.java,0
leet-code,Java/1117. Building H2O.java,Java/68. Text Justification.java,1
leet-code,Java/[lint]. 3 Sum Closest.java,Java/Best Time to Buy and Sell Stock I.java,0
leet-code,Java/217. Contains Duplicate.java,Java/[lint]. 3 Sum Closest.java,1
leet-code,Java/639. Decode Ways II.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/125. Valid Palindrome.java,Java/Subarray Sum II.java,1
leet-code,Java/Walls and Gates.java,Java/[HackerRank]. Change to Anagram.java,1
leet-code,Java/26.Remove Duplicates from Sorted Array.java,Java/Russian Doll Envelopes.java,1
leet-code,Java/1043. Partition Array for Maximum Sum.java,Java/Coin Change.java,1
immutables,value-fixture/src/org/immutables/fixture/AllDefaultsSafeUnsafe.java,datatype/src/org/immutables/datatype/Datatype.java,0
immutables,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,value-fixture/src-java-17/org/immutables/fixture/j17/ExtBilly.java,0
leet-code,Java/367. Valid Perfect Square.java,Java/Two Sum II - Input array is sorted.java,0
leet-code,Java/1057. Campus Bikes.java,Java/Trim a Binary Search Tree.java,1
leet-code,Java/First Bad Version.java,Java/Word Break.java,1
leet-code,Java/198. House Robber.java,Java/Number Of Corner Rectangles.java,1
leet-code,Java/Count of Smaller Numbers After Self.java,Java/Reverse String.java,1
leet-code,Java/111. Minimum Depth of Binary Tree.java,Java/Moving Average from Data Stream.java,0
leet-code,Java/270. Closest Binary Search Tree Value.java,Java/Max Points on a Line.java,0
leet-code,Java/632. Smallest Range Covering Elements from K Lists.java,Java/69. Sqrt(x).java,1
leet-code,Java/Subsets.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/43. Multiply Strings.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/215. Kth Largest Element in an Array.java,Java/Bus Routes.java,1
java-design-patterns,publish-subscribe/src/test/java/com/iluwatar/publish/subscribe/AppTest.java,backpressure/src/main/java/com/iluwatar/backpressure/Subscriber.java,0
leet-code,Java/674. Longest Continuous Increasing Subsequence.java,Java/Subsets II.java,0
leet-code,Java/Best Time to Buy and Sell Stock with Transaction Fee.java,Java/Segment Tree Query II.java,0
leet-code,Java/716. Max Stack.java,Java/Unique Characters.java,0
leet-code,Java/449. Serialize and Deserialize BST.java,Java/The Spiral Matrix II.java,1
leet-code,Java/Combination Sum II.java,Java/Longest Words.java,0
leet-code,Java/71. Simplify Path.java,Java/Diameter of Binary Tree.java,1
leet-code,Java/14. Longest Common Prefix.java,Java/Valid Number.java,0
leet-code,Java/215. Kth Largest Element in an Array.java,Java/680. Valid Palindrome II.java,1
leet-code,Java/121. Best Time to Buy and Sell Stock.java,Java/Connecting Graph.java,1
leet-code,Java/13. Roman to Integer.java,Java/Read N Characters Given Read4.java,1
leet-code,Java/Brick Wall.java,Java/[lint]. Segment Tree Query.java,1
leet-code,Java/766. Toeplitz Matrix.java,Java/Construct Binary Tree from Preorder and Inorder Traversal.java,1
leet-code,Java/33. Search in Rotated Sorted Array.java,Java/567. Permutation in String.java,1
leet-code,Java/Integer to English Words.java,Java/Prefix and Suffix Search.java,1
leet-code,Java/Cracking the Safe.java,Java/Maximum Average Subarray I.java,1
leet-code,Java/[tool]. MergeSort.java,Java/Maximum Subarray II.java,0
leet-code,Java/921. Minimum Add to Make Parentheses Valid.java,Java/Sparse Matrix Multiplication.java,0
leet-code,Java/319. Bulb Switcher.java,Java/Moving Average from Data Stream.java,0
leet-code,Java/Insert Interval.java,Java/Sparse Matrix Multiplication.java,0
leet-code,Java/Intersection of Two Linked Lists.java,Java/Word Ladder II.java,1
leet-code,Java/Rearrange String k Distance Apart.java,Java/Binary Search Tree Iterator.java,0
leet-code,Java/523. Continuous Subarray Sum.java,Java/Smallest Subtree with all the Deepest Nodes.java,1
leet-code,Java/694. Number of Distinct Islands.java,Java/Serilization and Deserialization Of Binary Tree.java,0
leet-code,Java/42. Trapping Rain Water.java,Java/Queue Reconstruction by Height.java,1
leet-code,Java/198. House Robber.java,Java/252. Meeting Rooms.java,1
leet-code,Java/449. Serialize and Deserialize BST.java,Java/Russian Doll Envelopes.java,1
leet-code,Java/Backpack VI.java,Java/Max Points on a Line.java,0
leet-code,Java/256. Paint House.java,Java/674. Longest Continuous Increasing Subsequence.java,1
java-design-patterns,thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/GuestCheckInTask.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/OrderController.java,0
leet-code,Java/Contains Duplicate III.java,Java/Max Points on a Line.java,0
leet-code,Java/308. Range Sum Query 2D - Mutable.java,Java/Longest Words.java,0
leet-code,Java/621. Task Scheduler.java,Java/4Sum.java,0
immutables,value-fixture/src-java-17/org/immutables/fixture/j17/PersonRecord.java,value-fixture/src/nonimmutables/ParentAnnotation.java,0
leet-code,Java/34. Find First and Last Position of Element in Sorted Array.java,Java/Sliding Window Median.java,0
leet-code,Java/Minimum Absolute Difference in BST.java,Java/Paint House.java,1
leet-code,Java/1094. Car Pooling.java,Java/110. Balanced Binary Tree.java,1
leet-code,Java/1117. Building H2O.java,Java/Sparse Matrix Multiplication.java,0
leet-code,GenerateCodeTable.java,Java/Longest Substring with At Most Two Distinct Characters.java,1
leet-code,Java/253. Meeting Rooms II.java,Java/332. Reconstruct Itinerary.java,1
leet-code,Java/463. Island Perimeter.java,Java/Delete Digits.java,1
leet-code,Java/First Unique Character in a String.java,Java/Palindrome Pairs.java,1
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/[tool]. UnionFind.java,1
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/Integer to English Words.java,1
leet-code,Java/10. Regular Expression Matching.java,Java/My Calendar I.java,1
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/Trapping Rain Water II.java,0
leet-code,Java/414. Third Maximum Number.java,Java/Longest Univalue Path.java,1
leet-code,Java/438. Find All Anagrams in a String.java,Java/Backpack III.java,1
leet-code,Java/938. Range Sum of BST.java,Java/LRU Cache.java,0
leet-code,Java/Binary Tree Inorder Traversal.java,Java/Best Time to Buy and Sell Stock I.java,0
leet-code,Java/1. Two Sum.java,Java/Sort Color.java,0
leet-code,Java/53. Maximum Subarray.java,Java/Longest Words.java,0
leet-code,Java/Remove Invalid Parentheses.java,Java/Serilization and Deserialization Of Binary Tree.java,0
leet-code,Java/Accounts Merge.java,Java/Interval Minimum Number.java,0
leet-code,Java/Target Sum.java,Java/Next Greater Element I.java,0
immutables,value-fixture/src-java-17/org/immutables/fixture/nullable/typeuse/MultipleNullables.java,data/src/org/immutables/data/Data.java,0
leet-code,Java/102. Binary Tree Level Order Traversal.java,Java/Interval Sum.java,0
leet-code,Java/1094. Car Pooling.java,Java/560. Subarray Sum Equals K.java,1
leet-code,Java/Paint House.java,Java/Best Time to Buy and Sell Stock III.java,0
leet-code,Java/100. Same Tree.java,Java/Merge Sorted Array II.java,1
leet-code,Java/Maximum Product Subarray.java,Java/Word Break.java,1
leet-code,Java/Smallest Subtree with all the Deepest Nodes.java,Java/Subarray Sum.java,0
leet-code,Java/Kth Smallest Element in a Sorted Matrix.java,Java/3 Sum.java,0
leet-code,Java/332. Reconstruct Itinerary.java,Java/Multiply Strings.java,0
immutables,value-fixture/test/org/immutables/fixture/generatorext/RewriteTest.java,datatype/src/org/immutables/datatype/Datatype.java,0
leet-code,Java/Copy Books.java,Java/Longest Substring Without Repeating Characters.java,0
leet-code,Java/Add Digits.java,Java/Minimum Size Subarray Sum.java,0
leet-code,Java/295. Find Median from Data Stream.java,Java/432. All One Data Structure.java,1
leet-code,Java/665. Non-decreasing Array.java,Java/Segment Tree Query.java,0
leet-code,Java/1004. Max Consecutive Ones III.java,Java/Word Squares.java,1
leet-code,Java/Russian Doll Envelopes.java,Java/Decode Ways II.java,0
leet-code,Java/Group Anagrams.java,Java/Hamming Distance.java,1
leet-code,Java/Friends Of Appropriate Ages.java,Java/Number Of Corner Rectangles.java,1
leet-code,Java/Inorder Successor in Binary Search Tree.java,Java/Subsets II.java,0
leet-code,Java/252. Meeting Rooms.java,Java/Sliding Window Median.java,0
leet-code,Java/10. Regular Expression Matching.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/133. Clone Graph.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (in place).java,0
leet-code,Java/402. Remove K Digits.java,Java/Range Sum Query - Immutable.java,0
leet-code,Java/146. LRU Cache.java,Java/Linked List Cycle II.java,0
immutables,value-fixture/src/org/immutables/fixture/custann/CustomizedUsingArg.java,value-fixture/src/org/immutables/fixture/with/WithAllowsNullMap.java,0
leet-code,Java/Climbing Stairs.java,Java/[lint]. Unique Characters.java,1
leet-code,Java/198. House Robber.java,Java/Largest Number.java,0
leet-code,Java/493. Reverse Pairs.java,Java/Pascal's Triangle II.java,1
leet-code,Java/125. Valid Palindrome.java,Java/Shortest Distance from All Buildings.java,1
leet-code,Java/Read N Characters Given Read4.java,Java/Two Sum IV - Input is a BST.java,1
leet-code,Java/208. Implement Trie (Prefix Tree).java,Java/Subtree of Another Tree.java,1
leet-code,Java/1094. Car Pooling.java,Java/K Edit Distance.java,1
leet-code,Java/Flatten Binary Tree to Linked List.java,Java/Backpack.java,0
leet-code,Java/Find the Duplicate Number.java,Java/Max Sum of Rectangle No Larger Than K.java,1
leet-code,Java/42. Trapping Rain Water.java,Java/Minimum Window Substring.java,1
leet-code,Java/977. Squares of a Sorted Array.java,Java/Add and Search Word - Data structure design.java,1
leet-code,Java/Subtree of Another Tree.java,Java/Segment Tree Modify.java,0
leet-code,Java/1094. Car Pooling.java,Java/Top K Frequent Words.java,0
leet-code,Java/Longest Increasing Path in a Matrix.java,Java/Smallest Subtree with all the Deepest Nodes.java,1
leet-code,Java/332. Reconstruct Itinerary.java,Java/83. Remove Duplicates from Sorted List.java,1
leet-code,Java/493. Reverse Pairs.java,Java/Word Ladder II.java,0
leet-code,Java/824. Goat Latin.java,Java/Inorder Successor in Binary Search Tree.java,0
leet-code,Java/1219. Path with Maximum Gold.java,Java/151. Reverse Words in a String.java,1
leet-code,Java/1091. Shortest Path in Binary Matrix.java,Java/875. Koko Eating Bananas.java,1
leet-code,Java/Compare Version Numbers.java,Java/Word Break.java,1
leet-code,Java/Clone Graph.java,Java/Longest Palindromic Substring.java,0
leet-code,Java/509. Fibonacci Number.java,Java/639. Decode Ways II.java,1
leet-code,Java/322. Coin Change.java,Java/The Maze III.java,1
leet-code,Java/509. Fibonacci Number.java,Java/Zigzag Iterator.java,0
leet-code,Java/1110. Delete Nodes And Return Forest.java,Java/H-Index.java,0
leet-code,Java/402. Remove K Digits.java,Java/516. Longest Palindromic Subsequence.java,1
leet-code,Java/275. H-Index II.java,Java/Diameter of Binary Tree.java,1
leet-code,Java/76. Minimum Window Substring.java,Java/Sort Letters by Case.java,0
leet-code,Java/64. Minimum Path Sum.java,Java/Intersection of Two Arrays II.java,1
leet-code,Java/26.Remove Duplicates from Sorted Array.java,Java/Shortest Distance from All Buildings.java,1
leet-code,Java/1219. Path with Maximum Gold.java,Java/242. Valid Anagram.java,1
leet-code,Java/208. Implement Trie (Prefix Tree).java,Java/Merge Two Binary Trees.java,1
leet-code,Java/49. Group Anagrams.java,Java/K Empty Slots.java,1
leet-code,Java/211. Add and Search Word - Data structure design.java,Java/Maximum Size Subarray Sum Equals k.java,1
leet-code,Java/Roman to Integer.java,Java/Jump Game.java,0
leet-code,Java/Maximum Depth of Binary Tree.java,Java/Palindrome Linked List.java,0
leet-code,Java/Brick Wall.java,Java/Heaters.java,1
leet-code,Java/124. Binary Tree Maximum Path Sum.java,Java/H-Index II.java,0
leet-code,Java/1153. String Transforms Into Another String.java,Java/67. Add Binary.java,1
leet-code,Java/Word Ladder.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (in place).java,0
leet-code,Java/Prefix and Suffix Search.java,Java/Range Sum Query - Immutable.java,0
leet-code,Java/[lint]. Segment Tree Query.java,Java/Populating Next Right Pointers in Each Node II.java,0
